LECROYWR6051,12904,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,02-Oct-2024 15:00:10,0                 
Time,Ampl
-0.0050000994,0.190037
-0.0049999994,0.194456
-0.0049998994,0.198876
-0.0049997994,0.194456
-0.0049996994,0.194456
-0.0049995994,0.190037
-0.0049994994,0.190037
-0.0049993994,0.194456
-0.0049992994,0.190037
-0.0049991994,0.190037
-0.0049990994,0.190037
-0.0049989994,0.185617
-0.0049988994,0.194456
-0.0049987994,0.194456
-0.0049986994,0.190037
-0.0049985994,0.190037
-0.0049984994,0.190037
-0.0049983994,0.181198
-0.0049982994,0.185617
-0.0049981994,0.181198
-0.0049980994,0.190037
-0.0049979994,0.185617
-0.0049978994,0.190037
-0.0049977994,0.181198
-0.0049976994,0.194456
-0.0049975994,0.185617
-0.0049974994,0.185617
-0.0049973994,0.181198
-0.0049972994,0.181198
-0.0049971994,0.172359
-0.0049970994,0.185617
-0.0049969994,0.190037
-0.0049968994,0.176778
-0.0049967994,0.185617
-0.0049966994,0.176778
-0.0049965994,0.185617
-0.0049964994,0.185617
-0.0049963994,0.181198
-0.0049962994,0.176778
-0.0049961994,0.181198
-0.0049960994,0.176778
-0.0049959994,0.176778
-0.0049958994,0.181198
-0.0049957994,0.181198
-0.0049956994,0.176778
-0.0049955994,0.181198
-0.0049954994,0.176778
-0.0049953994,0.176778
-0.0049952994,0.181198
-0.0049951994,0.172359
-0.0049950994,0.167939
-0.0049949994,0.176778
-0.0049948994,0.172359
-0.0049947994,0.167939
-0.0049946994,0.172359
-0.0049945994,0.176778
-0.0049944994,0.176778
-0.0049943994,0.172359
-0.0049942994,0.176778
-0.0049941994,0.167939
-0.0049940994,0.181198
-0.0049939994,0.167939
-0.0049938994,0.172359
-0.0049937994,0.176778
-0.0049936994,0.172359
-0.0049935994,0.16352
-0.0049934994,0.167939
-0.0049933994,0.172359
-0.0049932994,0.167939
-0.0049931994,0.167939
-0.0049930994,0.172359
-0.0049929994,0.16352
-0.0049928994,0.176778
-0.0049927994,0.16352
-0.0049926994,0.16352
-0.0049925994,0.172359
-0.0049924994,0.16352
-0.0049923994,0.159101
-0.0049922994,0.172359
-0.0049921994,0.172359
-0.0049920994,0.16352
-0.0049919994,0.16352
-0.0049918994,0.16352
-0.0049917994,0.159101
-0.0049916994,0.167939
-0.0049915994,0.167939
-0.0049914994,0.16352
-0.0049913994,0.159101
-0.0049912994,0.16352
-0.0049911994,0.16352
-0.0049910994,0.167939
-0.0049909994,0.159101
-0.0049908994,0.159101
-0.0049907994,0.159101
-0.0049906994,0.154681
-0.0049905994,0.154681
-0.0049904994,0.159101
-0.0049903994,0.159101
-0.0049902994,0.16352
-0.0049901994,0.154681
-0.0049900994,0.154681
-0.0049899994,0.145842
-0.0049898994,0.154681
-0.0049897994,0.159101
-0.0049896994,0.159101
-0.0049895994,0.154681
-0.0049894994,0.159101
-0.0049893994,0.150262
-0.0049892994,0.154681
-0.0049891994,0.154681
-0.0049890994,0.150262
-0.0049889994,0.159101
-0.0049888994,0.154681
-0.0049887994,0.141423
-0.0049886994,0.159101
-0.0049885994,0.150262
-0.0049884994,0.150262
-0.0049883994,0.145842
-0.0049882994,0.150262
-0.0049881994,0.150262
-0.0049880994,0.150262
-0.0049879994,0.154681
-0.0049878994,0.145842
-0.0049877994,0.150262
-0.0049876994,0.154681
-0.0049875994,0.150262
-0.0049874994,0.150262
-0.0049873994,0.150262
-0.0049872994,0.145842
-0.0049871994,0.145842
-0.0049870994,0.145842
-0.0049869994,0.145842
-0.0049868994,0.145842
-0.0049867994,0.141423
-0.0049866994,0.141423
-0.0049865994,0.141423
-0.0049864994,0.141423
-0.0049863994,0.132584
-0.0049862994,0.145842
-0.0049861994,0.141423
-0.0049860994,0.141423
-0.0049859994,0.137003
-0.0049858994,0.141423
-0.0049857994,0.137003
-0.0049856994,0.141423
-0.0049855994,0.132584
-0.0049854994,0.137003
-0.0049853994,0.141423
-0.0049852994,0.132584
-0.0049851994,0.137003
-0.0049850994,0.141423
-0.0049849994,0.137003
-0.0049848994,0.137003
-0.0049847994,0.141423
-0.0049846994,0.132584
-0.0049845994,0.132584
-0.0049844994,0.132584
-0.0049843994,0.137003
-0.0049842994,0.137003
-0.0049841994,0.132584
-0.0049840994,0.137003
-0.0049839994,0.132584
-0.0049838994,0.132584
-0.0049837994,0.132584
-0.0049836994,0.132584
-0.0049835994,0.123745
-0.0049834994,0.132584
-0.0049833994,0.128164
-0.0049832994,0.141423
-0.0049831994,0.137003
-0.0049830994,0.128164
-0.0049829994,0.132584
-0.0049828994,0.132584
-0.0049827994,0.128164
-0.0049826994,0.137003
-0.0049825994,0.123745
-0.0049824994,0.123745
-0.0049823994,0.128164
-0.0049822994,0.132584
-0.0049821994,0.128164
-0.0049820994,0.132584
-0.0049819994,0.132584
-0.0049818994,0.128164
-0.0049817994,0.128164
-0.0049816994,0.123745
-0.0049815994,0.123745
-0.0049814994,0.128164
-0.0049813994,0.128164
-0.0049812994,0.128164
-0.0049811994,0.119325
-0.0049810994,0.119325
-0.0049809994,0.128164
-0.0049808994,0.128164
-0.0049807994,0.123745
-0.0049806994,0.128164
-0.0049805994,0.123745
-0.0049804994,0.123745
-0.0049803994,0.119325
-0.0049802994,0.123745
-0.0049801994,0.119325
-0.0049800994,0.123745
-0.0049799994,0.123745
-0.0049798994,0.114906
-0.0049797994,0.114906
-0.0049796994,0.119325
-0.0049795994,0.123745
-0.0049794994,0.114906
-0.0049793994,0.119325
-0.0049792994,0.123745
-0.0049791994,0.114906
-0.0049790994,0.119325
-0.0049789994,0.119325
-0.0049788994,0.114906
-0.0049787994,0.114906
